horizon,q_hat,coverage,mean_width,target_coverage
1,3.993023124808487,0.9082217973231358,7.986046249616975,0.9
3,4.42245109790979,0.9273422562141491,8.844902195819586,0.9
7,5.232607786710873,0.9235181644359465,10.465215573421744,0.9
